origin_id	chr	insert_position	LTR	insert_orientation	count	inserted_gene	gene_id	gene_orientation	exon_intron	nearest_gene	nearest_gene_id	nearest_gene_orientation	nearest_gene_distance	comment	pubmed_id
  PT1_Y0.2	chr11	65852444	3LTR	+	1	PACS1	55690	+	intronic				0		24968937
  PT1_Y0.2	chr17	40421711	3LTR	+	1	STAT5B	6777	-	intronic				0		24968937
  PT1_Y11.4	chr1	204763726	3LTR	+	1	not found				NFASC	23114	+	34056		24968937
  PT1_Y11.4	chr5	142773620	5LTR	+	1	NR3C1	2908	-	intronic				0		24968937
  PT1_Y11.4	chr5	94877080	3LTR	+	3	TTC37	9652	-	exonic				0		24968937
  PT1_Y11.4	chr5	178246398	5LTR	-	1	not found				ZNF354B	117608	+	40556		24968937
  PT1_Y11.4	chr17	6667842	3LTR	-	1	XAF1	54739	+	intronic				0		24968937
  PT5_Y14.5	chr16	88867585	3LTR	-	1	not found				CDT1	81620	+	2601		24968937
  PT1_Y11.4	chr1	52329878	5LTR	-	2	NRDC			intronic				0		24968937
  PT1_Y11.4	chr13	105793254	3LTR	-	1	not found				DAOA-AS1	282706	-	318152		24968937
  PT1_Y0.2	chr12	12605917	3LTR	-	2	BORCS5			intronic				0		24968937
  PT1_Y4.8	chr15	44962777	5LTR	-	2	PATL2	197135	-	intronic				0		24968937
  PT1_Y11.4	chr12	53781431	3LTR	+	1	SP1	6667	+	intronic				0		24968937
  PT1_Y11.4	chr12	12874254	5LTR	-	1	CDKN1B	1027	+	UTR3				0		24968937
  PT1_Y11.4	chr1	16763964	3LTR	-	1	not found				SPATA21	374955	-	45		24968937
  PT1_Y11.4	chr11	73914600	5LTR	+	1	PPME1	51400	+	intronic				0		24968937
  PT1_Y0.2	chr7	50336516	3LTR	-	1	not found				IKZF1	10320	+	7163		24968937
  PT1_Y4.8	chr7	150318109	3LTR	+	2	not found				GIMAP6	474344	-	4355		24968937
  PT1_Y11.4	chr1	203771882	3LTR	-	1	ZC3H11A	9877	+	intronic				0		24968937
  PT1_Y11.4	chr6	35626433	3LTR	-	1	FKBP5	2289	-	intronic				0		24968937
  PT5_Y14.5	chr14	71455378	3LTR	-	1	PCNX	22990	+	exonic				0		24968937
  PT4_Y12.2	chr19	46167990	3LTR	-	1	not found				GIPR	2696	+	3512		24968937
  PT1_Y11.4	chr2	54818655	5LTR	-	1	SPTBN1	6711	+	intronic				0		24968937
  PT1_Y11.4	chr11	65204226	3LTR	+	1	NEAT1	283131	+	ncRNA_exonic				0		24968937
  PT3_Y7.2	chr11	118199552	3LTR	-	1	not found				CD3D	915	-	10237		24968937
  PT2_Y12.9	chr12	64186554	3LTR	-	1	TMEM5	10329	+	intronic				0		24968937
  PT3_Y7.2	chr2	242652039	3LTR	-	1	ING5	84289	+	intronic				0		24968937
  PT1_Y0.2	chr1	9755257	3LTR	+	1	PIK3CD	5293	+	intronic				0		24968937
  PT1_Y11.4	chr19	36570533	3LTR	-	1	WDR62	284403	+	intronic				0		24968937
  PT3_Y0	chr19	9758727	3LTR	+	2	not found				ZNF562	54811	-	611		24968937
  PT1_Y11.4	chr2	158529917	3LTR	+	1	not found				ACVR1C	130399	-	44518		24968937
  PT1_Y11.4	chr8	33379351	5LTR	-	1	not found				TTI2	80185	-	8648		24968937
  PT5_Y14.5	chr2	169947170	3LTR	-	1	DHRS9	10170	+	intronic				0		24968937
  PT1_Y4.8	chr10	104391498	3LTR	+	1	SUFU	51684	+	UTR3				0		24968937
  PT1_Y11.4	chr17	4222038	5LTR	+	1	UBE2G1	7326	-	intronic				0		24968937
  PT1_Y11.4	chr4	148852044	3LTR	+	1	ARHGAP10	79658	+	intronic				0		24968937
  PT1_Y0.2	chr11	11889607	3LTR	+	1	USP47	55031	+	intronic				0		24968937
  PT5_Y14.5	chr4	947514	3LTR	-	1	TMEM175	84286	+	intronic				0		24968937
  PT1_Y11.4	chr17	38753629	5LTR	+	2	not found				SMARCE1	6605	-	30347		24968937
  PT1_Y0.2	chr2	38884729	3LTR	+	1	not found				GALM	130589	+	8323		24968937
  PT1_Y11.4	chr3	196805652	3LTR	-	1	DLG1	1739	-	intronic				0		24968937
  PT1_Y0.2	chr18	13335509	5LTR	+	1	LDLRAD4			intronic				0		24968937
  PT1_Y11.4	chr5	130826440	3LTR	-	1	RAPGEF6	51735	-	intronic				0		24968937
  PT1_Y11.4	chr2	128253766	3LTR	-	1	IWS1	55677	-	intronic				0		24968937
  PT3_Y7.2	chr2	135046038	5LTR	+	1	MGAT5	4249	+	intronic				0		24968937
  PT1_Y11.4	chr17	29593635	5LTR	+	1	NF1	4763	+	intronic				0		24968937
  PT4_Y12.2	chr4	36203660	3LTR	+	1	ARAP2	116984	-	intronic				0		24968937
  PT1_Y11.4	chr1	229890852	3LTR	-	1	not found				URB2	9816	+	94905		24968937
  PT1_Y11.4	chr1	26889261	3LTR	-	2	RPS6KA1	6195	+	intronic				0		24968937
  PT1_Y11.4	chr12	92870162	5LTR	+	1	not found				CLLU1	574028	+	45384		24968937
  PT5_Y14.5	chr19	11021283	3LTR	-	1	CARM1	10498	+	intronic				0		24968937
  PT5_Y14.5	chr15	90982148	3LTR	+	1	IQGAP1	8826	+	intronic				0		24968937
  PT1_Y0.2	chr19	38243623	3LTR	+	1	ZNF573	126231	-	intronic				0		24968937
  PT4_Y12.2	chr10	17463293	3LTR	+	1	ST8SIA6	338596	-	intronic				0		24968937
  PT2_Y12.9	chr15	74851830	3LTR	-	1	ARID3B	10620	+	intronic				0		24968937
  PT1_Y11.4	chr5	130686449	5LTR	+	1	CDC42SE2	56990	+	intronic				0		24968937
  PT1_Y11.4	chrY	7764649	3LTR	-	1	not found				TTTY12	83867	+	85926		24968937
  PT3_Y7.2	chr12	57003625	3LTR	+	1	BAZ2A	11176	-	exonic				0		24968937
  PT1_Y11.4	chr8	41856274	5LTR	+	1	KAT6A	7994	-	intronic				0		24968937
  PT1_Y11.4	chrX	76645307	3LTR	-	1	not found				FGF16	8823	+	64340		24968937
  PT1_Y11.4	chr1	14039577	3LTR	-	1	PRDM2	7799	+	intronic				0		24968937
  PT1_Y0.2	chr12	93941574	3LTR	-	1	not found				SOCS2-AS1			17830		24968937
  PT3_Y7.2	chr11	64493484	3LTR	-	1	not found				RASGRP2	10235	-	899		24968937
  PT1_Y11.4	chr4	113175851	3LTR	-	4	AP1AR	55435	+	intronic				0		24968937
  PT1_Y11.4	chr6	29986861	3LTR	-	1	ZNRD1-AS1	80862	-	ncRNA_intronic				0		24968937
  PT1_Y11.4	chrY	14340648	5LTR	-	1	not found				NONE			0		24968937
  PT1_Y0.2	chr11	108026849	5LTR	-	1	not found				NPAT	4863	-	1270		24968937
  PT1_Y11.4	chr16	708572	3LTR	-	1	WDR90	197335	+	exonic				0		24968937
  PT1_Y11.4	chr16	67098530	3LTR	+	1	CBFB	865	+	intronic				0		24968937
  PT1_Y0.2	chr20	57822203	3LTR	+	1	ZNF831	128611	+	intronic				0		24968937
  PT1_Y11.4	chr4	39875950	3LTR	+	1	PDS5A	23244	-	exonic				0		24968937
  PT1_Y11.4	chr10	103550647	5LTR	-	1	MGEA5	10724	-	intronic				0		24968937
  PT1_Y11.4	chr16	11858886	5LTR	+	1	ZC3H7A	29066	-	intronic				0		24968937
  PT1_Y11.4	chr12	69991964	3LTR	-	1	CCT2	10576	+	intronic				0		24968937
  PT1_Y11.4	chr11	60797769	5LTR	+	1	not found				CD6	923	+	9921		24968937
  PT1_Y11.4	chr1	20072945	3LTR	-	1	TMCO4	255104	-	intronic				0		24968937
  PT1_Y11.4	chr3	46386611	3LTR	-	2	not found				CCR2	729230	+	8624		24968937
  PT2_Y12.9	chr8	124795518	3LTR	+	1	FAM91A1	157769	+	intronic				0		24968937
  PT1_Y11.4	chr9	11500435	3LTR	+	1	not found				PTPRD-AS2			880015		24968937
  PT1_Y11.4	chr17	35983574	5LTR	-	1	DDX52	11056	-	intronic				0		24968937
  PT1_Y0.2	chr14	35357523	5LTR	+	1	not found				BAZ1A	11177	-	12670		24968937
  PT1_Y11.4	chr17	75986673	5LTR	-	1	not found				TNRC6C	57690	+	13645		24968937
  PT1_Y11.4	chr2	69985516	5LTR	-	2	ANXA4	307	+	intronic				0		24968937
  PT3_Y0	chr1	117293636	3LTR	+	1	not found				CD2	914	+	3450		24968937
  PT1_Y0.2	chr4	84147160	3LTR	+	1	not found				COQ2	27235	-	37817		24968937
  PT1_Y11.4	chr6	119199418	3LTR	+	1	MCM9	254394	-	intronic				0		24968937
  PT2_Y12.9	chr14	31397821	3LTR	-	1	STRN3	29966	-	intronic				0		24968937
  PT5_Y14.5	chr19	13283554	3LTR	-	1	not found				IER2	9592	+	17836		24968937
  PT1_Y11.4	chr13	46750461	3LTR	+	1	LCP1	3936	-	intronic				0		24968937
  PT3_Y7.2	chr14	92603958	3LTR	+	1	CPSF2	53981	+	intronic				0		24968937
  PT1_Y11.4	chr19	15522056	3LTR	-	1	AKAP8L	26993	-	intronic				0		24968937
  PT1_Y0.2	chr14	75623893	5LTR	-	1	TMED10	10972	-	intronic				0		24968937
  PT1_Y0.2	chr7	33074789	5LTR	-	1	NT5C3A			intronic				0		24968937
  PT3_Y0	chr12	22552354	3LTR	+	1	not found				C2CD5			49126		24968937
  PT1_Y11.4	chr22	50828981	3LTR	-	1	PPP6R2	9701	+	intronic				0		24968937
  PT3_Y0	chr15	64654081	3LTR	+	1	not found				KIAA0101	9768	-	3130		24968937
  PT1_Y11.4	chr17	80488700	5LTR	-	1	FOXK2	3607	+	intronic				0		24968937
  PT1_Y11.4	chr10	105732896	5LTR	+	1	SLK	9748	+	intronic				0		24968937
  PT1_Y11.4	chr17	79800929	3LTR	+	2	not found				P4HB	5034	-	105		24968937
  PT1_Y11.4	chr2	87241304	3LTR	+	1	PLGLB1	5343	-	intronic				0		24968937
  PT4_Y12.2	chr18	74603220	3LTR	+	1	ZNF236	7776	+	intronic				0		24968937
  PT1_Y11.4	chr15	44907163	5LTR	+	1	SPG11	80208	-	intronic				0		24968937
  PT1_Y11.4	chr21	47990527	5LTR	+	6	not found				DIP2A	23181	+	601		24968937
  PT1_Y11.4	chr7	150318109	3LTR	+	3	not found				GIMAP6	474344	-	4355		24968937
  PT4_Y12.2	chr22	45581535	3LTR	+	1	NUP50	10762	+	UTR3				0		24968937
  PT1_Y11.4	chr19	30450413	3LTR	+	1	URI1			intronic				0		24968937
  PT1_Y11.4	chr4	348186	5LTR	+	1	ZNF141	7700	+	intronic				0		24968937
  PT1_Y0.2	chr17	76757796	3LTR	+	1	CYTH1	9267	-	intronic				0		24968937
  PT1_Y11.4	chr1	112009417	5LTR	+	1	not found				ATP5F1	515	+	4892		24968937
  PT1_Y11.4	chr4	103728896	3LTR	-	1	UBE2D3	7323	-	intronic				0		24968937
  PT1_Y4.8	chr22	37542415	5LTR	+	1	IL2RB	3560	-	intronic				0		24968937
  PT3_Y7.2	chr19	38135869	3LTR	-	1	ZFP30	22835	-	intronic				0		24968937
  PT3_Y7.2	chr1	100863968	3LTR	-	1	CDC14A	8556	+	intronic				0		24968937
  PT1_Y11.4	chr1	154185506	3LTR	+	1	C1orf43			intronic				0		24968937
  PT4_Y12.2	chr6	57289869	3LTR	-	1	PRIM2	5558	+	intronic				0		24968937
  PT1_Y11.4	chr19	1203468	5LTR	+	1	not found				STK11	6794	+	2330		24968937
  PT1_Y11.4	chr16	11755860	3LTR	-	1	not found				SNN	8303	+	6429		24968937
  PT3_Y7.2	chr17	78618181	3LTR	-	1	RPTOR	57521	+	intronic				0		24968937
  PT1_Y11.4	chr3	47438547	3LTR	-	1	PTPN23	25930	+	intronic				0		24968937
  PT1_Y11.4	chr6	26129407	3LTR	+	1	not found				HIST1H2AC	8334	+	4489		24968937
  PT3_Y7.2	chr16	67641825	3LTR	-	1	CTCF	10664	+	intronic				0		24968937
  PT1_Y11.4	chr19	10772544	5LTR	-	1	ILF3	3609	+	intronic				0		24968937
  PT1_Y11.4	chr8	99748934	3LTR	+	1	STK3	6788	-	intronic				0		24968937
  PT1_Y11.4	chr16	11444836	3LTR	-	1	RMI2	116028	+	UTR3				0		24968937
  PT1_Y11.4	chr17	44149772	5LTR	-	1	KANSL1			intronic				0		24968937
  PT4_Y12.2	chr11	220871	3LTR	+	1	SIRT3	23410	-	intronic				0		24968937
  PT1_Y11.4	chr7	44661917	5LTR	+	2	OGDH	4967	+	intronic				0		24968937
  PT1_Y0.2	chr5	156705202	3LTR	+	1	CYFIP2	26999	+	intronic				0		24968937
  PT5_Y14.5	chr16	89934449	3LTR	+	1	SPIRE2	84501	+	intronic				0		24968937
  PT1_Y11.4	chr19	40845559	5LTR	+	1	C19orf47			intronic				0		24968937
  PT1_Y0.2	chr1	32523872	3LTR	+	1	not found				NONE			0		24968937
  PT1_Y11.4	chr14	58792867	3LTR	-	2	ARID4A	5926	+	intronic				0		24968937
  PT1_Y11.4	chr18	19409559	5LTR	-	1	MIR133A1HG			ncRNA_intronic				0		24968937
  PT1_Y11.4	chr6	38543424	3LTR	-	1	BTBD9	114781	-	intronic				0		24968937
  PT1_Y11.4	chr16	14308320	5LTR	+	6	MKL2	57496	+	intronic				0		24968937
  PT5_Y14.5	chr3	48735746	3LTR	-	1	IP6K2	51447	-	intronic				0		24968937
  PT1_Y11.4	chr6	167387798	3LTR	-	1	not found				RNASET2	8635	-	17721		24968937
  PT1_Y0.2	chr7	72955698	3LTR	+	1	BCL7B	9275	-	intronic				0		24968937
  PT3_Y7.2	chr16	67191371	3LTR	-	1	TRADD	8717	-	intronic				0		24968937
  PT1_Y0.2	chr5	139853110	3LTR	+	1	ANKHD1	54882	+	intronic				0		24968937
  PT1_Y11.4	chr16	14305739	3LTR	+	1	MKL2	57496	+	intronic				0		24968937
  PT3_Y7.2	chr1	155306086	3LTR	+	1	ASH1L	55870	-	UTR3				0		24968937
  PT1_Y11.4	chr12	124080558	3LTR	-	3	TMED2	10959	+	intronic				0		24968937
  PT2_Y12.9	chr19	50327919	3LTR	-	1	MED25	81857	+	intronic				0		24968937
  PT1_Y11.4	chr19	39851186	3LTR	+	2	SAMD4B	55095	+	intronic				0		24968937
  PT1_Y0.2	chrX	20206997	3LTR	+	1	RPS6KA3	6197	-	intronic				0		24968937
  PT1_Y11.4	chr17	15992500	3LTR	+	1	NCOR1	9611	-	intronic				0		24968937
  PT1_Y0.2	chr2	242277650	3LTR	-	1	SEPT2	4735	+	intronic				0		24968937
  PT3_Y7.2	chr1	150064479	3LTR	-	1	VPS45	11311	+	exonic				0		24968937
  PT1_Y0.2	chr2	120637712	3LTR	+	1	PTPN4	5775	+	intronic				0		24968937
  PT1_Y11.4	chr1	198506784	5LTR	-	7	ATP6V1G3	127124	-	intronic				0		24968937
  PT1_Y11.4	chr12	57761133	5LTR	-	1	not found				R3HDM2	22864	-	56887		24968937
  PT4_Y12.2	chr6	26126598	3LTR	+	1	not found				HIST1H2AC	8334	+	1680		24968937
  PT1_Y11.4	chr3	11850313	3LTR	+	1	TAMM41	132001	-	intronic				0		24968937
  PT1_Y0.2	chr13	99959986	3LTR	-	1	MIR548AN			ncRNA_intronic				0		24968937
  PT3_Y7.2	chr19	2006221	3LTR	+	1	BTBD2	55643	-	intronic				0		24968937
  PT1_Y11.4	chr12	54810603	3LTR	+	2	LOC102724050			ncRNA_intronic				0		24968937
  PT1_Y11.4	chr11	60808543	3LTR	+	1	not found				CD6	923	+	20695		24968937
  PT1_Y11.4	chr8	61831254	3LTR	-	1	not found				LOC100130298	100130298	-	47426		24968937
  PT1_Y11.4	chr3	48078567	5LTR	-	1	MAP4	4134	-	intronic				0		24968937
  PT1_Y11.4	chr11	64542837	5LTR	+	1	SF1	7536	-	intronic				0		24968937
  PT1_Y11.4	chr2	147263128	3LTR	+	1	not found				PABPC1P2	728773	+	81497		24968937
  PT3_Y0	chr17	41318325	3LTR	+	1	LOC101929767			ncRNA_intronic				0		24968937
  PT1_Y11.4	chr17	40152722	5LTR	-	4	DNAJC7	7266	-	intronic				0		24968937
  PT1_Y0.2	chr1	144924607	5LTR	+	1	NBPF20			intronic				0		24968937
  PT5_Y14.5	chr6	79675187	3LTR	+	1	PHIP	55023	-	intronic				0		24968937
  PT1_Y11.4	chr18	61080942	5LTR	-	1	VPS4B	9525	-	intronic				0		24968937
  PT1_Y11.4	chr2	65328189	3LTR	+	1	RAB1A	5861	-	intronic				0		24968937
  PT1_Y11.4	chr19	37871219	3LTR	+	1	ZNF527	84503	+	exonic				0		24968937
  PT1_Y11.4	chr12	122975453	3LTR	+	1	ZCCHC8	55596	-	intronic				0		24968937
  PT3_Y7.2	chr19	7489445	3LTR	+	1	ARHGEF18	23370	+	intronic				0		24968937
  PT1_Y4.8	chr17	49324526	3LTR	-	1	MBTD1	54799	-	intronic				0		24968937
  PT3_Y7.2	chr14	21718225	3LTR	+	1	HNRNPC	3183	-	intronic				0		24968937
  PT1_Y11.4	chr9	33021631	3LTR	+	1	not found				DNAJA1	3301	+	3570		24968937
  PT1_Y11.4	chr11	108170643	3LTR	-	1	ATM	472	+	intronic				0		24968937
  PT1_Y11.4	chr10	74830436	5LTR	+	1	P4HA1	5033	-	intronic				0		24968937
  PT1_Y0.2	chr9	6001941	5LTR	-	1	KIAA2026	158358	-	intronic				0		24968937
  PT1_Y11.4	chr11	122602884	3LTR	+	1	UBASH3B	84959	+	intronic				0		24968937
  PT1_Y11.4	chr17	50595907	3LTR	+	1	not found				CA10	56934	-	358530		24968937
  PT4_Y12.2	chr7	150429661	3LTR	-	1	GIMAP1-GIMAP5	100527949	+	intronic				0		24968937
  PT4_Y12.2	chr19	42063312	3LTR	-	1	CEACAM21	90273	+	intronic				0		24968937
  PT1_Y11.4	chr21	40559631	3LTR	+	1	BRWD1	54014	-	UTR3				0		24968937
  PT1_Y11.4	chr6	90726875	3LTR	-	1	BACH2	60468	-	intronic				0		24968937
  PT1_Y0.2	chr20	43561095	5LTR	-	1	PABPC1L	80336	+	intronic				0		24968937
  PT3_Y7.2	chr16	66592761	3LTR	-	1	CKLF	51192	+	intronic				0		24968937
  PT4_Y12.2	chr4	980310	3LTR	+	1	SLC26A1	10861	-	intronic				0		24968937
  PT1_Y11.4	chr5	9319640	3LTR	+	1	SEMA5A	9037	-	intronic				0		24968937
  PT2_Y12.9	chr17	14002198	3LTR	-	1	COX10	1352	+	intronic				0		24968937
  PT1_Y11.4	chr19	46116777	3LTR	+	2	EML2	24139	-	intronic				0		24968937
  PT3_Y7.2	chr17	4192884	3LTR	+	1	UBE2G1	7326	-	intronic				0		24968937
  PT1_Y11.4	chr11	118092928	5LTR	-	1	JAML			intronic				0		24968937
  PT1_Y11.4	chr17	74058353	5LTR	+	1	SRP68	6730	-	intronic				0		24968937
  PT1_Y11.4	chr1	22384661	3LTR	+	1	CDC42	998	+	intronic				0		24968937
  PT1_Y11.4	chr16	68133605	3LTR	-	1	NFATC3	4775	+	intronic				0		24968937
  PT1_Y11.4	chr12	121142955	5LTR	+	1	not found				MLEC	9761	+	3288		24968937
  PT1_Y11.4	chr19	10317380	3LTR	-	5	not found				DNMT1	1786	-	11625		24968937
  PT1_Y11.4	chr3	48040913	5LTR	-	1	MAP4	4134	-	intronic				0		24968937
  PT3_Y0	chr19	41796530	3LTR	-	1	HNRNPUL1	11100	+	intronic				0		24968937
  PT1_Y0.2	chr14	67785084	5LTR	-	1	MPP5	64398	+	intronic				0		24968937
  PT1_Y0.2	chr2	106799056	5LTR	-	1	UXS1	80146	-	intronic				0		24968937
  PT3_Y7.2	chr17	37685987	3LTR	-	1	CDK12	51755	+	intronic				0		24968937
  PT1_Y0.2	chr12	94765251	5LTR	+	1	CEP83			intronic				0		24968937
  PT1_Y11.4	chr16	14307781	5LTR	+	1	MKL2	57496	+	intronic				0		24968937
  PT1_Y11.4	chr3	15036603	3LTR	-	2	NR2C2	7182	+	intronic				0		24968937
  PT1_Y11.4	chr19	53191846	5LTR	-	1	ZNF83	55769	-	intronic				0		24968937
  PT1_Y4.8	chr17	2506886	3LTR	-	1	PAFAH1B1	5048	+	intronic				0		24968937
  PT1_Y11.4	chr19	21480727	3LTR	-	1	ZNF708	7562	-	intronic				0		24968937
  PT1_Y11.4	chr9	134935914	3LTR	+	2	MED27	9442	-	intronic				0		24968937
  PT1_Y11.4	chr11	74052501	5LTR	+	1	PGM2L1	283209	-	intronic				0		24968937
  PT1_Y0.2	chr1	169559927	3LTR	+	1	SELP	6403	-	intronic				0		24968937
  PT1_Y0.2	chr12	51031673	5LTR	-	1	DIP2B	57609	+	intronic				0		24968937
  PT3_Y7.2	chr12	107361746	5LTR	-	1	TMEM263			intronic				0		24968937
  PT1_Y11.4	chr6	30548932	3LTR	+	1	ABCF1	23	+	intronic				0		24968937
  PT1_Y0.2	chr3	44890532	3LTR	+	1	KIF15	56992	+	intronic				0		24968937
  PT4_Y12.2	chr17	7158160	3LTR	-	1	ELP5			intronic				0		24968937
  PT1_Y0.2	chr13	77934462	3LTR	+	1	not found				MYCBP2	23077	-	33285		24968937
  PT1_Y11.4	chr22	26062422	3LTR	-	1	ADRBK2	157	+	intronic				0		24968937
  PT5_Y14.5	chr22	31726895	3LTR	+	1	PATZ1	23598	-	intronic				0		24968937
  PT3_Y7.2	chr8	8196288	5LTR	+	1	SGK223	157285	-	intronic				0		24968937
  PT1_Y11.4	chr17	56080489	5LTR	+	2	SRSF1	6426	-	UTR3				0		24968937
  PT1_Y11.4	chrUn	140148	3LTR	-	36	not found				MIR6724-1			8556		24968937
  PT1_Y11.4	chr19	34942292	5LTR	-	1	UBA2	10054	+	intronic				0		24968937
  PT3_Y7.2	chr5	112876468	3LTR	-	1	YTHDC2	64848	+	intronic				0		24968937
  PT1_Y11.4	chr3	189376555	5LTR	+	1	TP63	8626	+	intronic				0		24968937
  PT1_Y0.2	chr9	130342689	3LTR	-	1	not found				FAM129B	64855	-	1403		24968937
  PT5_Y14.5	chr2	204313032	3LTR	-	2	RAPH1	65059	-	intronic				0		24968937
  PT1_Y11.4	chr6	90804104	3LTR	-	2	BACH2	60468	-	intronic				0		24968937
  PT1_Y11.4	chr5	77523828	5LTR	+	1	AP3B1	8546	-	intronic				0		24968937
  PT1_Y0.2	chr14	45622116	3LTR	+	1	FANCM	57697	+	intronic				0		24968937
  PT1_Y11.4	chr16	14310200	3LTR	+	23	MKL2	57496	+	intronic				0		24968937
  PT1_Y4.8	chr4	147393213	3LTR	+	1	SLC10A7	84068	-	intronic				0		24968937
  PT3_Y0	chr6	30471478	3LTR	-	1	not found				HLA-E	3133	+	9496		24968937
  PT3_Y7.2	chr7	99748035	3LTR	+	1	LAMTOR4			intronic				0		24968937
  PT1_Y11.4	chr7	146686373	3LTR	-	1	CNTNAP2	26047	+	intronic				0		24968937
  PT1_Y11.4	chr19	53356428	3LTR	+	1	ZNF468	90333	-	intronic				0		24968937
  PT5_Y14.5	chr4	89388421	3LTR	+	1	HERC5	51191	+	intronic				0		24968937
  PT1_Y11.4	chr17	80093462	3LTR	+	1	CCDC57	284001	-	intronic				0		24968937
  PT1_Y11.4	chr8	145264509	3LTR	+	1	MROH1			intronic				0		24968937
  PT1_Y11.4	chr17	27877740	3LTR	-	1	TAOK1	57551	+	UTR3				0		24968937
  PT4_Y12.2	chr12	92526400	3LTR	+	1	LINC01619			ncRNA_intronic				0		24968937
  PT4_Y12.2	chr12	46259128	3LTR	-	2	ARID2	196528	+	intronic				0		24968937
  PT5_Y14.5	chr1	8780529	3LTR	-	1	RERE	473	-	intronic				0		24968937
  PT1_Y11.4	chr8	141386021	5LTR	+	1	TRAPPC9	83696	-	intronic				0		24968937
  PT1_Y11.4	chr19	58267515	5LTR	+	1	ZNF776	284309	+	UTR3				0		24968937
  PT4_Y12.2	chr2	176847039	3LTR	+	1	KIAA1715	80856	-	intronic				0		24968937
  PT3_Y7.2	chr18	2701025	3LTR	+	1	SMCHD1	23347	+	intronic				0		24968937
  PT1_Y11.4	chr5	79532851	3LTR	-	1	SERINC5	256987	-	intronic				0		24968937
  PT4_Y12.2	chr1	211838371	3LTR	-	1	NEK2	4751	-	intronic				0		24968937
  PT1_Y0.2	chr11	86030829	5LTR	-	1	C11orf73			intronic				0		24968937
  PT3_Y7.2	chr16	575296	3LTR	-	1	not found				LINC00235	64493	-	1551		24968937
  PT1_Y4.8	chr6	17713350	5LTR	+	1	not found				NUP153	9972	-	6285		24968937
  PT4_Y12.2	chr11	71778170	3LTR	-	1	NUMA1	4926	-	intronic				0		24968937
  PT1_Y4.8	chr8	61594573	3LTR	-	1	CHD7	55636	+	intronic				0		24968937
  PT1_Y11.4	chr17	7274508	3LTR	-	1	not found				TNK1	8711	+	9785		24968937
  PT1_Y11.4	chr17	4179112	5LTR	+	1	UBE2G1	7326	-	intronic				0		24968937
  PT1_Y11.4	chr11	65196438	3LTR	+	1	NEAT1	283131	+	ncRNA_exonic				0		24968937
  PT1_Y11.4	chr16	67602189	3LTR	-	1	CTCF	10664	+	intronic				0		24968937
  PT3_Y7.2	chr11	72631999	3LTR	+	1	FCHSD2	9873	-	intronic				0		24968937
  PT1_Y4.8	chr19	19544924	5LTR	+	1	GATAD2A	54815	+	intronic				0		24968937
  PT1_Y11.4	chr19	1218050	3LTR	-	1	STK11	6794	+	intronic				0		24968937
  PT1_Y11.4	chr16	14307638	5LTR	+	7	MKL2	57496	+	intronic				0		24968937
  PT3_Y0	chr17	38792898	3LTR	+	1	SMARCE1	6605	-	intronic				0		24968937
  PT1_Y11.4	chr3	48965866	3LTR	-	1	ARIH2	10425	+	intronic				0		24968937
  PT1_Y11.4	chr17	39574330	3LTR	+	1	not found				KRT37	8688	-	2479		24968937
  PT3_Y7.2	chr8	71211716	3LTR	+	1	NCOA2	10499	-	intronic				0		24968937
  PT1_Y11.4	chr19	40468638	3LTR	-	1	not found				PSMC4	5704	+	8274		24968937
  PT1_Y11.4	chr11	118451934	3LTR	+	2	ARCN1	372	+	intronic				0		24968937
  PT1_Y11.4	chr16	18831875	5LTR	+	1	SMG1	23049	-	intronic				0		24968937
  PT1_Y11.4	chr6	30526518	3LTR	-	2	PRR3	80742	+	intronic				0		24968937
  PT3_Y7.2	chr11	73426904	3LTR	-	1	RAB6A	5870	-	intronic				0		24968937
  PT4_Y12.2	chr3	114394825	3LTR	-	1	ZBTB20	26137	-	intronic				0		24968937
  PT1_Y11.4	chr20	39704657	3LTR	-	1	TOP1	7150	+	intronic				0		24968937
  PT5_Y14.5	chr7	86830193	3LTR	+	1	TMEM243			intronic				0		24968937
  PT1_Y0.2	chr19	11084562	5LTR	-	1	SMARCA4	6597	+	intronic				0		24968937
  PT3_Y0	chr17	40420937	3LTR	+	1	STAT5B	6777	-	intronic				0		24968937
  PT1_Y11.4	chr9	98655543	3LTR	+	1	ERCC6L2			intronic				0		24968937
  PT1_Y0.2	chr6	26524397	3LTR	-	1	HCG11	493812	+	ncRNA_exonic				0		24968937
  PT1_Y11.4	chr1	167214377	3LTR	-	1	POU2F1	5451	+	intronic				0		24968937
  PT1_Y0.2	chr13	108927255	3LTR	+	6	TNFSF13B	10673	+	intronic				0		24968937
  PT1_Y11.4	chr17	27877739	3LTR	-	1	TAOK1	57551	+	UTR3				0		24968937
  PT1_Y11.4	chr13	20595970	3LTR	+	1	ZMYM2	7750	+	intronic				0		24968937
  PT1_Y11.4	chr16	68520792	5LTR	-	1	not found				SMPD3	55512	-	38383		24968937
  PT1_Y11.4	chr16	14310589	3LTR	+	5	MKL2	57496	+	intronic				0		24968937
  PT3_Y7.2	chr11	64965952	3LTR	+	1	CAPN1	823	+	intronic				0		24968937
  PT4_Y12.2	chr4	135174	3LTR	-	1	ZNF718	255403	+	intronic				0		24968937
  PT4_Y12.2	chr1	89634943	3LTR	-	1	GBP7	388646	-	intronic				0		24968937
